,theta_min,theta_max,t_min,t_max,velocity,Peak Stress (MPa),Strain Energy Density (MPa)
3609,0.9824,1.1003,1.93822,1.68637,0.655172,1.26659,0.31493
3610,0.7999,1.4006,1.71703,1.84683,0.655172,1.40151,0.35621
3611,1.0418,0.8814,1.87758,1.73473,0.655172,1.63653,0.33461
3612,1.3112,1.5167,2.76722,0.75598,0.655172,1.90504,0.31048
3613,1.3176,0.8458,2.00807,1.58077,0.655172,1.45127,0.35672
3614,0.8086,0.8994,1.8543,1.71786,0.655172,1.58841,0.34783
3615,0.8491,1.0643,1.65787,1.94991,0.655172,1.52412,0.34766
3616,0.9081,1.2233,1.32947,2.2854,0.655172,1.79645,0.3308
3617,1.2154,1.4284,1.79527,1.74485,0.655172,1.30504,0.33925
3618,0.9142,1.4803,2.17116,1.39437,0.655172,1.64956,0.33953
3619,1.0177,1.3859,2.21169,1.37818,0.655172,1.6673,0.34981
3620,0.8537,1.3048,2.27458,1.3237,0.655172,1.54849,0.3587
3621,1.5513,1.5459,1.5535,1.82708,0.655172,1.60909,0.35761
3622,0.7901,1.1706,1.6506,1.9432,0.655172,1.4816,0.33665
3623,0.8818,1.2995,1.90796,1.68865,0.655172,1.29294,0.3552
3624,0.9157,0.8184,1.19087,2.39475,0.655172,2.51677,0.36966
3625,1.5141,1.3113,1.6113,1.87458,0.655172,1.41568,0.32771
3626,1.1664,0.9205,1.37596,2.24475,0.655172,2.19177,0.34956
3627,1.1496,0.8532,1.03586,2.58372,0.655172,2.72276,0.38189
3628,1.2867,1.4059,2.30698,1.23397,0.655172,1.52194,0.36479
3629,1.3787,1.1598,2.89883,0.68677,0.655172,1.91051,0.30811
3630,1.5359,1.078,1.34532,2.19602,0.655172,1.85051,0.3458
3631,1.236,1.1541,2.02164,1.57979,0.655172,1.2136,0.29698
3632,1.1885,1.504,1.83522,1.68533,0.655172,1.94613,0.35857
3633,1.2118,1.3364,1.35985,2.21028,0.655172,1.72469,0.3545
3634,0.8693,1.1984,1.66102,1.94689,0.655172,1.49033,0.33656
3635,1.1824,1.4181,2.28648,1.27622,0.655172,1.9967,0.39223
3636,1.2433,1.0095,1.2625,2.3582,0.655172,2.20234,0.34529
3637,1.551,0.8901,1.73186,1.7999,0.655172,1.68198,0.31993
3638,0.9173,1.482,1.69009,1.86314,0.655172,1.41397,0.34083
3639,1.3357,1.328,1.83791,1.7022,0.655172,1.2854,0.33982
3640,1.5064,1.3393,1.55171,1.92951,0.655172,1.47171,0.29815
3641,0.8876,0.978,2.52991,1.08886,0.655172,1.33222,0.3432
3642,1.1594,0.9378,1.7451,1.87321,0.655172,1.67811,0.37265
3643,1.1181,1.2395,1.96056,1.64527,0.655172,1.23691,0.33264
3644,1.1219,1.2685,2.40325,1.20721,0.655172,1.65527,0.36113
3645,1.5144,1.0704,0.99648,2.57226,0.655172,2.41288,0.35354
3646,0.9791,0.9559,0.64423,3.00898,0.655172,3.07119,0.33534
3647,1.1536,1.4862,2.58716,0.97668,0.655172,1.89543,0.35087
3648,1.2761,1.3807,1.00153,2.54947,0.655172,2.04412,0.34578
3649,0.9608,0.8237,1.28564,2.30747,0.655172,2.38965,0.37462
3650,0.7919,0.9922,1.87383,1.70993,0.655172,1.3349,0.3458
3651,0.8756,1.1255,1.10399,2.52326,0.655172,2.26897,0.3376
3652,1.2499,1.0356,2.10575,1.50428,0.655172,1.36495,0.37284
3653,1.2809,1.4289,1.71559,1.80771,0.655172,1.35851,0.33608
3654,1.3251,1.3446,1.64489,1.89361,0.655172,1.43769,0.29034
3655,0.9058,1.1077,2.30565,1.31647,0.655172,1.55713,0.33424
3656,1.3858,1.3312,2.21789,1.30964,0.655172,2.29477,0.38599
3657,1.1361,1.4602,2.51476,1.05555,0.655172,1.74857,0.36206
3658,0.9638,1.0939,1.98515,1.63875,0.655172,1.22544,0.33191
3659,1.4163,0.8538,1.61341,1.95747,0.655172,1.91699,0.3556
3660,1.3092,1.4974,1.56623,1.92291,0.655172,1.55917,0.32859
3661,0.8609,1.3707,1.1898,2.39551,0.655172,1.9011,0.35243
3662,0.8356,1.114,1.64059,1.96549,0.655172,1.501,0.34941
3663,0.93,1.3798,1.66344,1.91866,0.655172,1.46371,0.29003
3664,1.303,0.8876,2.15416,1.44368,0.655172,1.33287,0.36438
3665,1.5009,1.2612,1.0939,2.43092,0.655172,1.93269,0.34057
3666,1.0304,1.5146,1.76419,1.77535,0.655172,1.68772,0.30989
3667,0.8592,1.0898,1.57225,2.03951,0.655172,1.60558,0.34279
3668,1.4122,0.8933,1.90924,1.6629,0.655172,1.53343,0.31917
3669,1.4876,0.8286,0.80848,2.77624,0.655172,2.99602,0.38376
3670,0.8041,0.9882,1.30397,2.29408,0.655172,2.16466,0.32683
3671,1.3049,1.4396,1.62012,1.89252,0.655172,1.44175,0.33388
3672,1.5479,1.5498,0.96757,2.42584,0.655172,1.93099,0.34123
3673,1.2408,0.9935,2.72892,0.90002,0.655172,1.53236,0.31871
3674,1.3694,0.7882,1.41528,2.15697,0.655172,2.23841,0.39045
3675,1.3934,0.8165,1.30135,2.27596,0.655172,2.36893,0.39385
3676,1.2594,1.1924,2.60582,0.99847,0.655172,1.9566,0.36386
3677,1.3773,0.9332,1.46591,2.12378,0.655172,2.01188,0.3526
3678,1.168,1.1958,1.16581,2.44969,0.655172,2.0235,0.34533
3679,1.5228,1.3177,1.68145,1.79759,0.655172,1.35714,0.28832
3680,1.1636,1.2978,2.9628,0.66288,0.655172,2.03108,0.32794
3681,1.5121,1.238,1.99169,1.50984,0.655172,1.1579,0.3218
3682,1.4424,1.4333,2.31149,1.16701,0.655172,2.11885,0.34227
3683,1.1835,0.9147,1.56326,2.0524,0.655172,1.95006,0.34515
3684,1.1297,0.9677,1.30429,2.32442,0.655172,2.21457,0.3581
3685,1.4015,1.2413,0.98885,2.57677,0.655172,2.17194,0.35025
3686,0.9574,1.1729,2.3459,1.28017,0.655172,1.32031,0.32203
3687,1.5156,1.0114,1.68704,1.85591,0.655172,1.49097,0.31431
3688,1.5543,1.5623,1.6094,1.76193,0.655172,2.17413,0.34522
3689,1.0926,1.1102,1.63398,1.98988,0.655172,1.52192,0.31075
3690,0.8056,1.3833,1.86309,1.70622,0.655172,1.38287,0.32312
3691,0.8411,1.2212,1.82082,1.77949,0.655172,1.34562,0.31307
3692,0.8712,1.3764,1.48902,2.09085,0.655172,1.6164,0.31982
3693,1.1156,0.8828,1.43797,2.17786,0.655172,2.15708,0.35215
3694,1.0671,1.2893,2.10784,1.49631,0.655172,1.2501,0.36116
3695,1.3746,1.5542,2.1503,1.3069,0.655172,1.82896,0.37685
3696,1.0837,1.1985,1.76823,1.84608,0.655172,1.38693,0.33252
3697,1.4036,1.4542,2.26553,1.22021,0.655172,1.87807,0.35941
3698,1.5047,0.985,1.84922,1.6956,0.655172,1.34712,0.31334
3699,1.1128,1.427,1.67677,1.88107,0.655172,1.43207,0.35546
3700,1.4563,1.3302,1.26936,2.2408,0.655172,1.76153,0.33102
3701,1.4739,0.9738,2.57412,0.98438,0.655172,1.4924,0.31036
3702,1.1451,1.1692,1.44573,2.16986,0.655172,1.68783,0.34502
3703,0.8454,0.8288,1.69757,1.86678,0.655172,1.83805,0.3559
3704,1.3441,0.869,1.91757,1.66851,0.655172,1.5544,0.33454
3705,1.1007,1.2002,1.6505,1.96252,0.655172,1.4904,0.3315
3706,0.986,1.51,1.85725,1.6892,0.655172,1.75682,0.35451
3707,0.9322,1.0857,1.93044,1.69021,0.655172,1.26253,0.30976
3708,1.4799,1.5383,1.89904,1.51677,0.655172,1.87012,0.32366
3709,0.9817,0.8474,1.87915,1.72042,0.655172,1.65012,0.34117
3710,1.0741,0.8779,1.19311,2.42674,0.655172,2.47705,0.37101
3711,1.111,1.118,1.76424,1.85709,0.655172,1.39328,0.3032
3712,1.4197,1.2885,2.32129,1.20677,0.655172,1.89055,0.36309
3713,1.1585,1.2827,2.38904,1.21305,0.655172,1.45847,0.35132
3714,0.8825,1.3991,1.91211,1.66501,0.655172,1.73828,0.35004
3715,1.4659,1.1648,2.36128,1.17536,0.655172,1.97878,0.3592
3716,1.1772,1.0323,1.51403,2.10816,0.655172,1.8008,0.32408
3717,1.3817,1.0554,1.12394,2.47445,0.655172,2.28531,0.34896
3718,1.4157,1.3908,0.94549,2.56768,0.655172,2.0694,0.34002
3719,0.9773,1.2504,2.1925,1.42255,0.655172,1.60626,0.30332
3720,1.0288,1.3219,1.71355,1.88133,0.655172,1.43091,0.29881
3721,1.1872,1.2316,1.7238,1.87283,0.655172,1.4242,0.31133
3722,0.7981,1.3973,2.51118,1.06973,0.655172,1.6396,0.35576
3723,1.2608,1.4437,2.59518,0.95487,0.655172,1.78441,0.34336
3724,1.1003,1.034,2.2527,1.37743,0.655172,1.17792,0.33589
3725,1.3187,1.2723,1.47903,2.08338,0.655172,1.60971,0.34601
3726,0.8262,1.2278,2.04588,1.55172,0.655172,1.39136,0.3433
3727,1.0448,1.3421,2.82594,0.79915,0.655172,1.64924,0.30129
3728,1.542,1.0723,1.95978,1.56113,0.655172,1.20377,0.32426
3729,1.1863,0.8362,2.65962,0.96435,0.655172,1.4181,0.36502
3730,0.9846,1.5131,1.23683,2.30223,0.655172,1.81403,0.36055
3731,1.0586,1.0491,1.02408,2.6185,0.655172,2.50279,0.34802
3732,1.378,1.3442,1.36846,2.1588,0.655172,1.67565,0.34127
3733,0.9808,1.2811,2.36879,1.24688,0.655172,1.54318,0.33815
3734,1.3681,0.936,1.34027,2.25529,0.655172,2.17651,0.3595
3735,0.9219,1.3722,2.19126,1.40081,0.655172,1.33856,0.3331
3736,0.8185,1.4489,2.91682,0.68188,0.655172,1.53254,0.33635
3737,1.0573,1.4451,2.09932,1.46866,0.655172,1.23403,0.31885
3738,1.3895,1.3987,2.01435,1.48892,0.655172,2.0225,0.32623
3739,1.4294,1.3577,1.94901,1.55208,0.655172,1.22474,0.32425
3740,1.3399,0.9615,2.22312,1.37075,0.655172,1.59112,0.37324
3741,1.4894,1.5076,1.04396,2.38969,0.655172,1.89417,0.34213
3742,1.3322,1.4887,2.12231,1.37263,0.655172,1.57292,0.35583
3743,1.0376,1.0717,1.0555,2.58556,0.655172,2.42221,0.34695
3744,1.1134,1.2057,2.78598,0.85047,0.655172,1.85682,0.33364
3745,1.0368,1.1666,1.652,1.96883,0.655172,1.51243,0.30313
3746,1.271,1.2984,1.80501,1.75998,0.655172,1.33781,0.33404
3747,1.019,1.008,2.25415,1.37598,0.655172,1.13078,0.33105
3748,1.5588,1.212,1.67133,1.82259,0.655172,1.38516,0.30537
3749,1.2548,0.942,1.89424,1.71355,0.655172,1.50379,0.37358
3750,0.8598,0.9197,1.48191,2.11356,0.655172,2.01857,0.32478
3751,1.0621,0.9327,0.81716,2.82705,0.655172,2.93398,0.36026
3752,1.0825,1.5026,1.72493,1.81221,0.655172,1.82587,0.36222
3753,0.839,1.3926,0.8386,2.75081,0.655172,2.27007,0.33158
3754,1.3824,1.495,1.91215,1.55857,0.655172,1.35821,0.3354
3755,1.2897,1.182,1.58013,2.00726,0.655172,1.53428,0.35853
3756,1.421,0.932,1.56121,2.01559,0.655172,1.8604,0.34206
3757,1.2652,1.1462,1.46181,2.13865,0.655172,1.65409,0.365
3758,0.9913,1.537,1.36789,2.16119,0.655172,1.68621,0.3362
3759,1.2969,1.4025,1.80983,1.71872,0.655172,1.28364,0.34689
3760,1.0605,0.9003,1.86734,1.74885,0.655172,1.61967,0.3419
3761,1.0281,1.5452,1.36575,2.15695,0.655172,1.67809,0.36089
3762,1.5405,1.5421,2.46676,0.93499,0.655172,1.98593,0.34185
3763,1.3288,0.7886,2.09248,1.48577,0.655172,1.42877,0.33152
3764,1.4858,0.9051,1.15196,2.42242,0.655172,2.44442,0.3618
3765,0.9928,0.9451,1.95806,1.66093,0.655172,1.45258,0.33648
3766,0.851,0.8299,1.41797,2.15134,0.655172,2.18933,0.34748
3767,1.2346,1.0582,1.93762,1.67284,0.655172,1.26533,0.29972
3768,0.8889,1.3058,2.06312,1.5353,0.655172,1.76293,0.31327
3769,1.1721,1.3662,2.00347,1.56719,0.655172,1.20448,0.34592
3770,0.9581,1.5166,1.24244,2.29653,0.655172,1.80957,0.3605
3771,1.022,0.821,2.04105,1.55878,0.655172,1.48815,0.32514
3772,0.9988,1.4056,1.66299,1.9118,0.655172,1.45634,0.30937
3773,1.4553,0.7943,1.01562,2.5561,0.655172,2.75301,0.39381
3774,0.8079,1.0567,2.66853,0.93922,0.655172,1.49816,0.3171
3775,1.2576,1.4518,1.81147,1.71098,0.655172,1.52299,0.34865
3776,1.5378,1.1826,2.43111,1.07264,0.655172,1.67498,0.32393
3777,1.1059,0.9739,2.41926,1.21363,0.655172,1.46903,0.37186
3778,1.1879,0.9672,1.69388,1.92419,0.655172,1.68047,0.33874
3779,1.4448,1.0681,2.41062,1.14829,0.655172,1.96334,0.34298
3780,1.3291,0.9814,1.4294,2.17227,0.655172,1.99624,0.35612
3781,1.1256,1.1852,1.50911,2.10521,0.655172,1.62059,0.35582
3782,0.9554,1.3283,1.71402,1.88073,0.655172,1.43152,0.29124
3783,0.8727,1.5318,1.69843,1.83694,0.655172,1.77766,0.33065
3784,1.2297,1.3168,1.83126,1.73854,0.655172,1.32635,0.34796
3785,0.7907,0.9917,1.75034,1.83395,0.655172,1.52325,0.35555
3786,0.87,1.4751,2.14983,1.41334,0.655172,1.56177,0.33613
3787,0.8912,1.4658,2.04743,1.51675,0.655172,2.11352,0.33916
3788,1.1893,1.1022,1.63339,1.98189,0.655172,1.51337,0.31113
3789,1.3482,0.9294,1.92901,1.66053,0.655172,1.48931,0.32997
3790,1.2028,1.0161,1.20692,2.42053,0.655172,2.27527,0.35175
3791,1.3072,1.2798,1.51737,2.04534,0.655172,1.56986,0.29716
3792,0.9178,1.2324,1.85783,1.75164,0.655172,1.32071,0.29422
3793,1.1315,1.2597,1.96326,1.63735,0.655172,1.23429,0.33757
3794,1.0887,1.0873,1.79193,1.83274,0.655172,1.38099,0.31012
3795,0.8948,1.2535,0.83838,2.78853,0.655172,2.47072,0.33832
3796,1.3803,1.1247,2.24952,1.32195,0.655172,1.8634,0.37918
3797,0.9032,1.4153,1.99775,1.57871,0.655172,1.92466,0.32515
3798,1.1329,1.3936,1.27943,2.28718,0.655172,1.79849,0.33606
3799,1.4706,1.5154,2.18661,1.24829,0.655172,1.59603,0.35217
3800,1.3381,1.5275,1.65028,1.8185,0.655172,1.73788,0.32267
3801,1.3414,1.0107,1.9983,1.59267,0.655172,1.20793,0.2918
3802,1.4581,1.4718,1.15228,2.30559,0.655172,1.8133,0.34735
3803,1.0842,1.1206,1.30433,2.32477,0.655172,1.97036,0.34162
3804,1.1776,0.8768,1.61604,1.99438,0.655172,1.9226,0.33439
3805,0.8265,1.1148,2.02061,1.58161,0.655172,1.20414,0.36169
3806,0.83,1.1505,1.07002,2.55064,0.655172,2.24123,0.34495
3807,1.3453,1.2182,1.98463,1.5795,0.655172,1.20489,0.33424
3808,1.2483,0.98,2.27104,1.3427,0.655172,1.26981,0.34493
3809,1.2125,0.996,2.68138,0.95047,0.655172,1.56143,0.31288
3810,0.956,1.0784,1.8409,1.78191,0.655172,1.33946,0.30397
3811,0.8124,1.3037,1.064,2.53501,0.655172,2.02651,0.33938
3812,1.4639,1.1236,1.27628,2.2843,0.655172,1.89643,0.34727
3813,0.9759,1.0606,2.66288,0.9788,0.655172,1.5787,0.33031
3814,1.148,1.0455,1.14794,2.48613,0.655172,2.33742,0.33948
3815,0.9995,1.0543,2.39931,1.23469,0.655172,1.36904,0.36333
3816,1.2914,1.2974,2.14224,1.42133,0.655172,1.54172,0.34808
3817,1.1747,1.2869,1.21878,2.37422,0.655172,1.87817,0.34951
3818,1.499,1.534,1.41733,1.99182,0.655172,1.69735,0.35839
3819,1.1142,1.2737,0.79152,2.82777,0.655172,2.51944,0.32686
3820,0.9118,1.2034,2.48303,1.14067,0.655172,1.47514,0.34543
3821,1.0012,0.8083,1.29559,2.29756,0.655172,2.39151,0.37242
3822,0.9583,1.3692,1.74542,1.84024,0.655172,1.39526,0.31315
3823,0.8336,1.0637,2.51538,1.09579,0.655172,1.52438,0.33802
3824,1.0677,1.392,1.75691,1.81764,0.655172,1.3775,0.28537
3825,0.9404,1.4094,1.82367,1.7526,0.655172,1.32365,0.29291
3826,1.1601,0.9038,1.15765,2.46709,0.655172,2.50911,0.36465
3827,1.4833,1.1832,1.29824,2.24341,0.655172,1.75388,0.35026
3828,1.0793,0.9661,1.87091,1.75284,0.655172,1.47369,0.34389
3829,1.2928,1.2665,2.24432,1.32778,0.655172,1.47016,0.3508
3830,1.4805,1.2088,0.97208,2.58065,0.655172,2.21728,0.33912
3831,1.4923,1.1582,1.84567,1.68239,0.655172,1.27489,0.32339
3832,1.2791,1.5114,0.78351,2.71851,0.655172,2.21117,0.34145
3833,1.1614,1.2762,1.65706,1.93451,0.655172,1.47218,0.30943
3834,1.2041,1.5325,1.51348,1.98743,0.655172,1.68604,0.36463
3835,1.1266,1.3332,2.07883,1.50895,0.655172,1.97263,0.35866
3836,0.9418,1.2932,2.79596,0.83505,0.655172,1.94711,0.35287
3837,1.149,1.1368,2.11091,1.5072,0.655172,1.7858,0.3241
3838,1.4342,1.0036,1.95161,1.61421,0.655172,1.21373,0.34582
3839,0.9514,1.4722,1.85792,1.70145,0.655172,1.92685,0.34622
3840,1.0227,0.8709,1.28073,2.33273,0.655172,2.3631,0.36472
3841,0.8015,1.068,1.75353,1.84142,0.655172,1.38502,0.32538
3842,1.4585,1.1223,2.46375,1.08411,0.655172,1.72202,0.33545
3843,0.7859,1.1357,2.18284,1.40913,0.655172,1.11865,0.34458
3844,0.9767,1.3294,2.05453,1.5443,0.655172,1.24171,0.31521
3845,0.8602,1.4218,2.7264,0.87287,0.655172,1.91956,0.34801
3846,1.2928,1.1122,2.14948,1.44621,0.655172,1.44192,0.37477
3847,0.8983,1.1314,1.2306,2.39463,0.655172,2.04083,0.35556
3848,0.8272,1.4359,1.69686,1.86274,0.655172,1.41952,0.34611
3849,1.0588,0.9501,1.01527,2.62223,0.655172,2.65039,0.35197
3850,1.1169,1.4552,1.84538,1.70532,0.655172,1.4204,0.32375
3851,1.0335,1.0467,1.17229,2.4648,0.655172,2.2918,0.35098
3852,0.8224,0.9831,2.88376,0.73132,0.655172,1.61285,0.32192
3853,0.969,1.2238,1.06991,2.55536,0.655172,2.14881,0.35517
3854,1.2751,1.0186,2.0648,1.54073,0.655172,1.22666,0.34218
3855,1.4934,1.2943,1.54158,1.95896,0.655172,1.49586,0.343
3856,0.9147,1.5431,2.2761,1.27617,0.655172,1.9132,0.34104
3857,1.06,0.8098,1.79494,1.80144,0.655172,1.78959,0.35275
3858,1.312,1.3531,2.12864,1.41482,0.655172,2.00631,0.35553
3859,1.3999,1.2475,2.03818,1.50297,0.655172,1.36802,0.34149
3860,1.1189,0.94,1.37262,2.25246,0.655172,2.16912,0.35554
3861,1.1856,1.3128,1.21509,2.36932,0.655172,1.87636,0.34443
3862,1.1341,1.4732,2.07386,1.47432,0.655172,2.0984,0.36163
3863,1.0134,1.0392,1.98913,1.63764,0.655172,1.24847,0.31285
3864,1.2586,0.928,2.60246,1.01748,0.655172,1.20325,0.30657
3865,1.3163,1.2905,1.79288,1.76262,0.655172,1.33756,0.33318
3866,0.8485,0.786,0.94808,2.61618,0.655172,2.83433,0.36461
3867,1.2716,1.1844,1.78645,1.80253,0.655172,1.36758,0.3124
3868,1.1408,1.1656,1.83647,1.77705,0.655172,1.33528,0.3123
3869,1.0258,0.8595,1.94027,1.6673,0.655172,1.56168,0.33971
3870,1.1044,1.378,2.62657,0.97449,0.655172,1.94412,0.36452
3871,1.1424,1.4098,2.53661,1.04667,0.655172,1.78801,0.36134
3872,1.3957,1.3518,0.89571,2.64047,0.655172,2.14691,0.34702
3873,0.8665,1.0907,1.68741,1.92419,0.655172,1.45947,0.33625
3874,1.2962,1.0371,1.75255,1.84825,0.655172,1.47957,0.3239
3875,0.9362,1.4734,2.321,1.25302,0.655172,2.1163,0.35716
3876,1.3715,1.1575,2.1257,1.44243,0.655172,1.72435,0.38372
3877,0.8862,1.2913,1.49155,2.10769,0.655172,1.52191,0.35403
3878,1.412,0.8665,1.91682,1.65329,0.655172,1.56765,0.37638
3879,1.1515,0.8367,1.33258,2.27478,0.655172,2.33243,0.36093
3880,1.308,0.8556,1.32914,2.26889,0.655172,2.24396,0.3685
3881,0.9346,1.3843,1.54806,2.03291,0.655172,1.47241,0.30492
3882,0.8649,1.2429,1.21488,2.39611,0.655172,1.63492,0.34546
3883,0.9887,1.432,2.11719,1.45955,0.655172,1.42442,0.33308
3884,1.3316,0.9429,1.37153,2.23048,0.655172,2.13282,0.35632
3885,1.2291,1.351,2.10077,1.46421,0.655172,1.66316,0.35995
3886,1.3454,1.2546,2.68425,0.888,0.655172,1.83034,0.34017
3887,1.1282,1.0613,1.67039,1.95346,0.655172,1.48212,0.32118
3888,1.4316,1.4251,0.78807,2.71343,0.655172,1.90875,0.34201
3889,0.8658,1.2946,1.49195,2.10457,0.655172,1.55296,0.33905
3890,1.27,1.042,1.55615,2.05201,0.655172,1.64009,0.32914
3891,0.8854,1.156,1.85463,1.75781,0.655172,1.37011,0.35393
3892,1.0215,1.0737,1.01898,2.6234,0.655172,2.07378,0.34663
3893,1.2283,1.1161,1.8446,1.76214,0.655172,1.4661,0.31047
3894,1.3423,0.9122,1.30154,2.29877,0.655172,2.27902,0.35133
3895,1.1644,1.5615,1.6695,1.83014,0.655172,1.97828,0.33895
3896,1.1707,1.3622,1.78366,1.7852,0.655172,1.46756,0.35948
3897,1.0762,0.9992,0.79133,2.86095,0.655172,2.69578,0.3488
3898,0.9726,1.2804,1.57146,2.03339,0.655172,1.43023,0.28773
3899,1.4057,1.1966,1.18571,2.38095,0.655172,1.63531,0.34095
3900,1.2059,1.5084,1.25486,2.25551,0.655172,1.57547,0.34837
3901,1.557,1.1646,1.32588,2.19294,0.655172,1.54233,0.33804
3902,1.4419,0.8564,1.57908,1.98654,0.655172,1.85728,0.36659
3903,1.3502,0.9094,2.77637,0.82926,0.655172,1.39957,0.31127
3904,1.3594,1.4353,1.71262,1.78567,0.655172,1.35569,0.3309
3905,1.2733,1.0194,1.7799,1.82581,0.655172,1.48136,0.34481
3906,0.9325,0.9968,1.85859,1.75841,0.655172,1.45895,0.32873
3907,1.5106,1.1759,2.53736,0.98153,0.655172,1.83334,0.32538
3908,1.4787,1.3617,0.75466,2.76119,0.655172,1.95018,0.34679
3909,1.0904,1.1631,1.97582,1.64348,0.655172,1.33353,0.35706
3910,1.335,1.0306,1.87273,1.71905,0.655172,1.4066,0.30935
3911,1.2016,0.9102,1.97168,1.64106,0.655172,1.47915,0.35936
3912,1.2635,0.8351,1.57341,2.02218,0.655172,1.97316,0.38407
3913,0.7863,0.879,1.99867,1.56029,0.655172,1.41474,0.34994
3914,1.5128,1.3594,1.98781,1.47978,0.655172,1.65916,0.31152
3915,1.0183,1.1271,2.17789,1.44961,0.655172,1.10748,0.30596
3916,1.5205,1.3759,1.81639,1.64307,0.655172,1.40039,0.31359
3917,1.5022,1.0866,1.9811,1.55315,0.655172,1.30356,0.31354
3918,1.5322,1.0277,2.49325,1.03637,0.655172,1.65286,0.32486
3919,0.803,0.9526,2.6425,0.95137,0.655172,1.55762,0.34047
3920,1.0911,1.2275,2.48676,1.13632,0.655172,1.75497,0.34464
3921,0.7954,1.5569,2.27675,1.25903,0.655172,1.82268,0.36631
3922,1.155,1.0011,1.26861,2.36112,0.655172,2.09048,0.34771
3923,1.22,1.3187,1.73489,1.83606,0.655172,1.42147,0.30472
3924,0.9655,1.1972,2.1967,1.42422,0.655172,1.24672,0.32158
3925,1.1845,0.9528,1.79487,1.82232,0.655172,1.56274,0.3363
3926,1.0441,1.3701,1.84317,1.74033,0.655172,1.43362,0.31309
3927,1.2495,1.4307,2.50139,1.0508,0.655172,1.98608,0.36422
3928,0.864,1.486,1.26622,2.28311,0.655172,1.61003,0.34323
3929,1.5497,1.2042,1.28833,2.22554,0.655172,1.5575,0.34318
3930,1.3247,1.4387,2.01256,1.49902,0.655172,1.6717,0.34971
3931,1.2672,0.9371,2.38721,1.22485,0.655172,1.93596,0.37327
3932,1.3863,1.099,1.36366,2.219,0.655172,1.58223,0.34557
3933,1.3529,0.8484,1.58401,2.00006,0.655172,1.8936,0.35877
3934,1.3202,1.5014,2.29285,1.20758,0.655172,1.8599,0.36138
3935,1.0716,0.9608,2.00605,1.61831,0.655172,1.3185,0.34641
3936,1.4889,1.3635,2.21088,1.26743,0.655172,1.59578,0.34416
3937,1.2002,1.0044,2.95019,0.69599,0.655172,1.97855,0.31009
3938,1.0047,0.8624,2.09244,1.51618,0.655172,1.35774,0.32718
3939,1.1414,1.1416,1.54497,2.07302,0.655172,1.46624,0.29645
3940,1.5592,1.2149,2.24134,1.2445,0.655172,1.79095,0.34862
3941,1.1202,1.3317,1.46803,2.11667,0.655172,1.64249,0.29481
3942,1.0414,1.0127,1.63484,1.99196,0.655172,1.68954,0.35599
3943,0.8899,0.9434,1.525,2.08074,0.655172,1.95921,0.3294
3944,1.0253,1.5278,1.56281,1.96883,0.655172,2.03411,0.36359
3945,1.4631,1.1766,2.69368,0.8493,0.655172,1.7701,0.29846
3946,0.8247,1.4044,2.29794,1.27959,0.655172,2.16193,0.38539
3947,1.1033,0.9059,1.55327,2.06491,0.655172,1.89962,0.34257
3948,1.2562,1.2435,2.10279,1.48052,0.655172,1.12871,0.34132
3949,1.0272,1.0764,1.72993,1.89647,0.655172,1.47542,0.3165
3950,1.3044,0.8888,1.83493,1.7608,0.655172,1.61916,0.38567
3951,1.4244,1.2199,2.19526,1.34453,0.655172,1.8221,0.37414
3952,0.8386,1.3068,1.47723,2.11381,0.655172,1.51099,0.3416
3953,1.3921,1.2154,1.17163,2.39487,0.655172,1.64402,0.3419
3954,0.81,0.9583,1.94471,1.63978,0.655172,1.3804,0.35197
3955,0.7957,1.3652,2.03426,1.53833,0.655172,1.69341,0.3481
3956,1.2084,0.9118,0.89296,2.7407,0.655172,2.847,0.36145
3957,1.3737,1.0361,1.60169,1.9839,0.655172,1.65066,0.32203
3958,1.0725,0.9344,1.54946,2.07254,0.655172,1.9321,0.34061
3959,0.9955,0.9891,1.25005,2.38079,0.655172,2.1776,0.3478
3960,1.0383,0.9776,1.02271,2.61688,0.655172,2.44319,0.35483
3961,1.3513,1.1518,1.61094,1.96643,0.655172,1.42573,0.32028
3962,1.4321,1.0889,1.8723,1.68722,0.655172,1.35025,0.2944
3963,1.2516,1.2013,1.63254,1.95869,0.655172,1.4826,0.32878
3964,0.9445,1.375,1.67344,1.91023,0.655172,1.44699,0.35717
3965,1.5438,1.368,2.3049,1.14864,0.655172,1.88011,0.32644
3966,1.2206,0.9867,1.31387,2.30804,0.655172,2.10075,0.34167
3967,1.2323,1.0628,1.88737,1.72313,0.655172,1.29169,0.35587
3968,0.8113,0.9959,1.78755,1.80345,0.655172,1.45266,0.34896
3969,0.8424,1.4072,1.63827,1.93044,0.655172,1.44013,0.35422
3970,1.4465,0.9652,1.63885,1.92941,0.655172,1.71913,0.33218
3971,1.3797,0.8348,1.0896,2.50165,0.655172,2.65406,0.3798
3972,1.3058,0.9981,0.93358,2.69188,0.655172,2.4485,0.34593
3973,1.2527,1.551,0.88438,2.60132,0.655172,1.82997,0.34943
3974,1.2332,1.0502,1.37015,2.24759,0.655172,1.83934,0.34278
3975,1.4544,0.7997,1.66279,1.88959,0.655172,1.89293,0.35562
3976,1.0952,0.9406,1.8908,1.73072,0.655172,1.41848,0.33616
3977,1.4754,0.9442,1.43807,2.12796,0.655172,2.00648,0.34213
