,theta_min,theta_max,t_min,t_max,velocity,Peak Stress (MPa),Strain Energy Density (MPa)
2210,1.3044,0.8888,1.83493,1.7608,0.310345,1.02881,0.23404
2211,1.4244,1.2199,2.19526,1.34453,0.310345,1.07559,0.23893
2212,0.8386,1.3068,1.47723,2.11381,0.310345,1.03681,0.24318
2213,1.3921,1.2154,1.17163,2.39487,0.310345,1.271,0.22005
2214,0.81,0.9583,1.94471,1.63978,0.310345,0.90205,0.27609
2215,0.7957,1.3652,2.03426,1.53833,0.310345,0.79356,0.25866
2216,1.2084,0.9118,0.89296,2.7407,0.310345,1.6099,0.26985
2217,1.3737,1.0361,1.60169,1.9839,0.310345,1.11652,0.23374
2218,1.0725,0.9344,1.54946,2.07254,0.310345,1.21021,0.23944
2219,0.9955,0.9891,1.25005,2.38079,0.310345,1.33371,0.24562
2220,1.0383,0.9776,1.02271,2.61688,0.310345,1.50977,0.23339
2221,1.3513,1.1518,1.61094,1.96643,0.310345,1.01993,0.21105
2222,1.4321,1.0889,1.8723,1.68722,0.310345,0.82853,0.22235
2223,1.2516,1.2013,1.63254,1.95869,0.310345,0.97385,0.22251
2224,0.9445,1.375,1.67344,1.91023,0.310345,0.85247,0.24151
2225,1.5438,1.368,2.3049,1.14864,0.310345,0.73758,0.20577
2226,1.2206,0.9867,1.31387,2.30804,0.310345,1.284,0.22086
2227,1.2323,1.0628,1.88737,1.72313,0.310345,0.9234,0.24132
2228,0.8113,0.9959,1.78755,1.80345,0.310345,1.01843,0.26209
2229,0.8424,1.4072,1.63827,1.93044,0.310345,0.88808,0.21637
2230,1.4465,0.9652,1.63885,1.92941,0.310345,1.09172,0.21813
2231,1.3797,0.8348,1.0896,2.50165,0.310345,1.47087,0.27483
2232,1.3058,0.9981,0.93358,2.69188,0.310345,1.58258,0.24249
2233,1.2527,1.551,0.88438,2.60132,0.310345,1.34521,0.247
2234,1.2332,1.0502,1.37015,2.24759,0.310345,1.26171,0.2157
2235,1.4544,0.7997,1.66279,1.88959,0.310345,1.18329,0.23978
2236,1.0952,0.9406,1.8908,1.73072,0.310345,0.96908,0.23408
2237,1.4754,0.9442,1.43807,2.12796,0.310345,1.22455,0.2173
2238,1.4061,1.3455,1.05455,2.47394,0.310345,1.28598,0.26343
2239,0.8208,1.222,2.69205,0.92094,0.310345,1.11012,0.26733
2240,0.8005,1.3882,2.28119,1.29382,0.310345,0.96665,0.26817
2241,1.5061,1.535,1.6153,1.78916,0.310345,0.70655,0.1975
2242,0.8207,0.9369,0.89803,2.71286,0.310345,1.57816,0.26227
2243,1.5575,0.8547,1.97077,1.55249,0.310345,0.89106,0.22823
2244,0.8798,0.8618,1.46495,2.12119,0.310345,1.27994,0.26578
2245,1.0463,1.3536,1.39684,2.19001,0.310345,1.09296,0.21997
2246,0.8332,1.4141,1.74447,1.82171,0.310345,0.7484,0.2061
2247,1.3704,0.7977,2.66863,0.91916,0.310345,0.88762,0.22134
2248,1.2394,1.4032,1.5832,1.95847,0.310345,1.03015,0.21861
2249,1.3262,1.2077,1.8398,1.73161,0.310345,0.89615,0.22015
2250,1.3906,1.0806,2.79211,0.79467,0.310345,1.08581,0.1808
2251,0.9469,1.1468,1.87898,1.74091,0.310345,0.85121,0.21941
2252,1.5533,1.2767,2.10252,1.37098,0.310345,0.8044,0.19947
2253,1.52,1.1028,1.67725,1.85371,0.310345,0.96696,0.20902
2254,1.1387,1.0254,2.00571,1.61818,0.310345,0.82821,0.23447
2255,1.1762,1.4692,1.76498,1.76918,0.310345,0.72135,0.21189
2256,0.9944,1.285,0.90917,2.7099,0.310345,1.47901,0.19844
2257,1.2656,1.34,1.5267,2.02907,0.310345,0.95872,0.25046
2258,1.1902,1.0246,1.914,1.70409,0.310345,0.93495,0.23394
2259,1.2158,0.969,1.52845,2.08864,0.310345,1.19148,0.23147
2260,1.1981,1.1052,2.00881,1.60445,0.310345,0.76202,0.21808
2261,0.8965,0.8169,0.70226,2.89846,0.310345,1.77616,0.26435
2262,1.3845,1.203,1.44892,2.11323,0.310345,1.09133,0.21201
2263,1.2262,1.1352,2.51942,1.09636,0.310345,0.9369,0.20998
2264,0.8959,1.2083,1.8539,1.75599,0.310345,0.83918,0.21508
2265,0.9412,0.8492,0.93936,2.66971,0.310345,1.56909,0.26771
2266,1.4938,1.4524,1.48139,1.96435,0.310345,0.98281,0.19579
2267,1.075,1.0142,1.86038,1.76571,0.310345,0.94233,0.25857
2268,1.2539,1.2648,1.84718,1.72983,0.310345,0.88589,0.17881
2269,1.2694,1.2551,1.21982,2.36433,0.310345,1.23324,0.21168
2270,1.3834,1.1012,1.32883,2.25549,0.310345,1.23549,0.23051
2271,0.8136,1.1119,1.44981,2.15514,0.310345,1.1624,0.25729
2272,1.3095,1.5068,1.10054,2.38783,0.310345,1.18426,0.18306
2273,1.0687,1.1492,1.43743,2.18677,0.310345,1.16815,0.25498
2274,0.832,1.1715,1.32491,2.28545,0.310345,1.22046,0.25743
2275,1.2826,1.5298,1.26465,2.21821,0.310345,1.05919,0.1997
2276,1.2878,1.3075,1.34416,2.21869,0.310345,1.11409,0.21386
2277,0.9091,1.3079,1.17916,2.42464,0.310345,1.26774,0.21424
2278,1.3735,1.0596,2.65098,0.93853,0.310345,1.07076,0.18703
2279,0.8109,1.5409,2.20225,1.33761,0.310345,1.02691,0.24167
2280,0.8047,1.0452,2.09705,1.49664,0.310345,1.17149,0.2724
2281,1.5344,1.2836,1.44518,2.04586,0.310345,1.01982,0.20746
2282,1.3874,1.1093,1.70918,1.8632,0.310345,0.95737,0.21938
2283,0.8837,1.0136,2.43958,1.17876,0.310345,1.0784,0.24634
2284,1.0664,1.2483,1.38692,2.22332,0.310345,1.14882,0.20571
2285,0.9207,0.8093,1.92619,1.65265,0.310345,0.99294,0.25943
2286,1.156,1.0409,2.4091,1.22036,0.310345,0.84889,0.22877
2287,0.926,0.9703,0.95745,2.67574,0.310345,1.55114,0.24875
2288,0.992,1.0933,1.14267,2.49377,0.310345,1.3886,0.22716
2289,0.8429,1.323,1.33252,2.25864,0.310345,1.13219,0.22573
2290,1.0519,1.3247,1.87309,1.72101,0.310345,1.26299,0.22662
2291,1.112,1.2289,2.83137,0.80472,0.310345,0.98794,0.20001
2292,1.5039,0.8218,0.75864,2.82471,0.310345,1.70268,0.26441
2293,0.9021,1.3215,1.84375,1.75047,0.310345,0.76921,0.19715
2294,1.079,1.3209,1.83351,1.75877,0.310345,0.89741,0.21344
2295,1.4909,1.1699,1.2581,2.28576,0.310345,1.23178,0.22434
2296,1.4495,0.8805,1.72478,1.83834,0.310345,1.09327,0.23159
2297,1.23,1.5673,2.67823,0.8487,0.310345,0.83489,0.19452
2298,1.1691,0.982,1.95427,1.66602,0.310345,0.89171,0.25016
2299,1.549,1.2602,1.36894,2.1263,0.310345,1.07744,0.21161
2300,0.8564,1.5108,1.40411,2.1353,0.310345,0.99844,0.21291
2301,1.5699,1.0967,2.57327,0.93186,0.310345,1.12066,0.17582
2302,0.8478,0.9946,1.70889,1.89251,0.310345,1.05833,0.25607
2303,1.439,1.5202,1.90197,1.53782,0.310345,0.53641,0.20692
2304,1.2553,1.1297,1.67969,1.92151,0.310345,0.98069,0.22522
2305,0.8291,1.4081,2.17456,1.39937,0.310345,0.75878,0.24963
2306,1.4527,1.4904,1.88538,1.56054,0.310345,0.56684,0.18465
2307,0.9738,1.5239,1.90191,1.64166,0.310345,0.763,0.20025
2308,1.327,1.3379,2.04036,1.50129,0.310345,1.08858,0.23458
2309,1.4402,1.2266,1.4094,2.13176,0.310345,1.09364,0.20333
2310,1.3418,1.0589,0.89702,2.72116,0.310345,1.57293,0.25447
2311,1.1784,1.525,1.93775,1.58,0.310345,0.59387,0.19805
2312,0.9621,1.1811,1.33835,2.28475,0.310345,1.22323,0.26432
2313,1.2864,1.1893,2.12432,1.46193,0.310345,1.00048,0.23277
2314,0.8074,1.3541,2.27546,1.30657,0.310345,0.94335,0.26517
2315,1.2801,0.8252,1.7087,1.88193,0.310345,1.15988,0.25148
2316,1.3002,0.9544,0.68577,2.95419,0.310345,1.81574,0.24869
2317,0.8419,1.3108,1.12209,2.47725,0.310345,1.29663,0.2214
2318,1.3136,1.453,1.33562,2.17096,0.310345,1.03378,0.21013
2319,1.4382,1.564,1.09036,2.33166,0.310345,1.13677,0.18982
2320,1.0563,1.2052,1.96338,1.65275,0.310345,0.78502,0.22131
2321,1.0856,1.4168,2.02636,1.54429,0.310345,1.02107,0.20792
2322,1.1655,1.0301,2.55318,1.07996,0.310345,0.82488,0.21533
2323,0.9341,1.0169,1.01486,2.62144,0.310345,1.52485,0.23948
2324,0.8846,0.799,1.98282,1.58462,0.310345,0.98106,0.26703
2325,1.4366,1.3163,2.12207,1.38955,0.310345,1.12892,0.21762
2326,0.8505,1.3887,2.877,0.73478,0.310345,1.26055,0.25441
2327,0.9097,1.3355,1.52319,2.06867,0.310345,1.01773,0.22715
2328,0.9742,1.4313,1.51329,2.0542,0.310345,0.96259,0.22449
2329,0.9876,1.0752,1.7112,1.9141,0.310345,1.05623,0.23908
2330,1.1989,0.8333,1.42379,2.17917,0.310345,1.31205,0.26347
2331,1.0515,1.4341,1.60045,1.96175,0.310345,0.88157,0.22628
2332,0.8725,1.4624,1.94905,1.61208,0.310345,0.74304,0.22983
2333,1.194,1.2175,1.43363,2.16752,0.310345,1.12103,0.2157
2334,0.9623,1.1873,2.57585,1.05709,0.310345,0.80416,0.21521
2335,1.3649,0.9634,2.00322,1.58294,0.310345,0.83011,0.23007
2336,1.408,1.0052,2.10858,1.46478,0.310345,1.13185,0.20485
2337,1.4555,1.2172,1.13696,2.41249,0.310345,1.28415,0.1973
2338,1.3102,0.8055,1.5784,2.00482,0.310345,1.23983,0.24981
2339,1.4577,1.3117,2.4749,1.03605,0.310345,1.30849,0.26087
2340,1.5615,1.4419,2.34033,1.0819,0.310345,0.8535,0.20061
2341,0.9455,1.107,1.5003,2.1239,0.310345,1.19791,0.2393
2342,1.0532,1.1388,2.84458,0.80512,0.310345,0.93714,0.20378
2343,0.8684,1.2001,1.84738,1.75946,0.310345,1.22644,0.23046
2344,1.2686,1.3261,1.47351,2.08622,0.310345,1.01214,0.20282
2345,1.3229,1.0911,1.14092,2.46563,0.310345,1.37068,0.21464
2346,1.3467,1.3372,0.96047,2.59089,0.310345,1.37444,0.23659
2347,1.1098,1.2697,1.93318,1.66775,0.310345,0.71362,0.20378
2348,1.2628,0.903,1.40877,2.20003,0.310345,1.30073,0.26616
2349,1.3726,1.5664,0.73997,2.71095,0.310345,1.4184,0.22448
2350,1.2415,1.2781,2.09674,1.48266,0.310345,0.92445,0.22208
2351,1.2855,0.8039,1.63828,1.94746,0.310345,1.21655,0.27708
2352,0.9191,1.0519,1.34496,2.27999,0.310345,1.30997,0.24753
2353,1.1227,1.0026,1.45197,2.17543,0.310345,1.22771,0.24864
2354,0.7935,1.0283,2.91253,0.69782,0.310345,1.27018,0.25942
2355,1.181,1.5289,1.65769,1.8515,0.310345,0.78434,0.20024
2356,1.4206,0.8648,2.03307,1.5346,0.310345,0.86368,0.2349
2357,1.1349,1.4981,2.49274,1.066,0.310345,0.9796,0.20285
2358,1.4067,1.1326,1.29503,2.27967,0.310345,1.24472,0.21009
2359,0.9199,1.4847,1.34383,2.20706,0.310345,1.04768,0.21762
2360,1.0364,0.9519,2.59532,1.04256,0.310345,0.85207,0.23378
2361,1.0456,0.8154,1.07848,2.5264,0.310345,1.47206,0.27435
2362,0.9381,1.2071,1.89156,1.72261,0.310345,1.15167,0.2374
2363,1.1344,1.0833,1.54116,2.0826,0.310345,1.14425,0.22309
2364,1.495,1.4997,1.53628,1.88856,0.310345,0.80088,0.18245
2365,1.0154,1.151,1.80927,1.81286,0.310345,0.92355,0.23328
2366,1.4237,1.4123,1.92663,1.55898,0.310345,0.58625,0.19169
2367,1.0163,0.8262,2.53568,1.08033,0.310345,0.8822,0.23806
2368,1.3007,0.8741,1.58871,2.00789,0.310345,1.20142,0.24289
2369,1.2838,0.8874,1.23604,2.37284,0.310345,1.38495,0.25129
2370,1.2127,1.1108,1.02307,2.60458,0.310345,1.45902,0.23133
2371,1.009,1.2505,1.85434,1.7557,0.310345,0.87122,0.22664
2372,1.4531,1.168,1.75115,1.7905,0.310345,0.87439,0.20979
2373,1.3493,0.873,1.47939,2.1107,0.310345,1.26332,0.24195
2374,1.3684,1.3911,1.42043,2.09269,0.310345,0.99702,0.20063
2375,1.4027,1.1475,1.78174,1.77935,0.310345,0.88428,0.23717
2376,1.4147,1.179,1.64111,1.91278,0.310345,0.97281,0.21771
2377,1.5564,1.3601,0.82228,2.66436,0.310345,1.41589,0.22955
2378,0.9978,1.2513,1.39926,2.2129,0.310345,1.14611,0.23317
2379,1.5261,1.1378,1.14613,2.39853,0.310345,1.31135,0.22127
2380,1.472,1.2966,1.78886,1.71476,0.310345,0.74451,0.18844
2381,1.0145,0.8332,1.79004,1.80903,0.310345,1.10619,0.25699
2382,0.97,0.8028,1.84307,1.74202,0.310345,1.08441,0.26049
2383,1.15,1.4874,0.99289,2.54054,0.310345,1.29288,0.22475
2384,1.0488,1.4243,1.42171,2.1436,0.310345,1.0195,0.21462
2385,1.5428,1.2523,1.36048,2.13975,0.310345,1.09329,0.2621
2386,0.8308,1.1786,2.7222,0.89648,0.310345,0.99671,0.22934
2387,1.5283,1.2423,1.88783,1.60691,0.310345,0.71327,0.21074
2388,1.3667,1.0437,1.60344,1.9833,0.310345,1.10698,0.22255
2389,1.3706,1.3044,1.75213,1.78416,0.310345,0.79098,0.17008
2390,0.7872,1.1045,1.1384,2.47111,0.310345,1.35611,0.26046
2391,0.8155,1.0399,2.04728,1.549,0.310345,0.78355,0.25807
2392,0.8975,1.5179,1.86562,1.67897,0.310345,1.02455,0.19657
2393,1.2639,1.5236,1.71848,1.77421,0.310345,0.72537,0.18403
2394,1.107,1.1565,1.86223,1.75578,0.310345,0.84006,0.22299
2395,1.2813,1.2628,1.34834,2.22795,0.310345,1.1377,0.24138
2396,1.0971,0.8241,1.67406,1.92709,0.310345,1.19695,0.26429
2397,0.9004,1.423,1.86858,1.70334,0.310345,0.68979,0.20495
2398,1.0356,1.0349,1.55419,2.07401,0.310345,1.14755,0.23072
2399,1.5314,1.5687,1.03593,2.35142,0.310345,1.15892,0.24252
2400,1.0245,1.5392,1.52091,2.00587,0.310345,0.89773,0.20479
2401,1.3598,1.3258,1.72765,1.80601,0.310345,0.80948,0.1977
2402,1.1467,0.8914,1.02366,2.60434,0.310345,1.51062,0.24264
2403,0.8637,1.0514,1.65065,1.95963,0.310345,1.05262,0.26883
2404,1.3609,0.8118,1.9218,1.65285,0.310345,0.98706,0.25158
2405,1.064,1.3012,1.88753,1.7109,0.310345,0.85533,0.21618
2406,0.8062,1.3151,1.38696,2.19906,0.310345,1.09098,0.24502
2407,1.2425,1.3896,1.56165,1.98381,0.310345,1.24127,0.26153
2408,1.0699,0.8046,1.65262,1.94219,0.310345,1.22602,0.26134
2409,1.4133,1.1886,1.13689,2.43162,0.310345,1.30529,0.2301
2410,1.2892,1.3867,1.71885,1.81621,0.310345,0.77596,0.21439
2411,1.1958,1.0428,1.70121,1.91626,0.310345,1.03239,0.24452
2412,0.9665,1.0758,1.41241,2.21562,0.310345,1.22013,0.24161
2413,1.0707,1.149,2.1277,1.4962,0.310345,1.12599,0.26121
2414,1.4872,1.5558,1.98904,1.41806,0.310345,0.8334,0.19247
2415,1.5182,1.3143,1.30548,2.18699,0.310345,1.21006,0.2088
2416,1.0395,1.1948,1.79589,1.82123,0.310345,0.87148,0.23066
2417,1.433,1.2355,1.04282,2.51301,0.310345,1.35184,0.2156
2418,1.1084,1.1174,2.66618,0.97339,0.310345,0.81381,0.21795
2419,1.1275,1.5053,1.44544,2.08075,0.310345,0.95992,0.20769
2420,1.4024,1.3201,1.31284,2.21636,0.310345,1.11086,0.21114
2421,0.7974,1.2469,1.63679,1.95316,0.310345,0.94519,0.23384
2422,1.2979,1.447,1.50073,2.01117,0.310345,0.91903,0.2154
2423,1.2741,1.4702,1.88582,1.62715,0.310345,0.79843,0.19676
2424,0.857,0.9477,1.01383,2.60174,0.310345,1.50118,0.26049
2425,1.2228,1.0441,1.89148,1.7215,0.310345,0.88688,0.22865
2426,1.4976,1.5566,2.47749,0.94047,0.310345,0.92127,0.23172
2427,1.4438,0.8926,1.18263,2.39968,0.310345,1.41132,0.2381
2428,0.951,1.412,2.73676,0.87255,0.310345,1.25844,0.2612
2429,1.4283,0.9699,1.42773,2.15143,0.310345,1.22507,0.21863
2430,1.501,1.1745,1.81709,1.70493,0.310345,0.80026,0.24243
2431,0.97,1.3435,1.53329,2.05823,0.310345,0.98073,0.2252
2432,1.4084,1.5207,0.97263,2.48379,0.310345,1.25705,0.21372
2433,0.8785,1.0481,1.8221,1.78954,0.310345,0.98181,0.25019
2434,1.053,1.1035,0.92476,2.72021,0.310345,1.56996,0.21623
2435,1.294,1.3424,1.80026,1.74718,0.310345,0.7828,0.22129
2436,0.9163,0.9535,1.52357,2.08847,0.310345,1.20141,0.24233
2437,1.4457,1.085,2.255,1.29988,0.310345,1.10151,0.21322
2438,1.4362,0.9629,1.64656,1.92447,0.310345,1.09217,0.21684
2439,0.8549,1.0317,2.17339,1.43405,0.310345,0.94577,0.25219
2440,1.2604,1.335,0.76967,2.81034,0.310345,1.57149,0.25448
2441,1.5415,1.2566,1.76075,1.72679,0.310345,1.46368,0.21557
2442,1.2845,0.795,0.94776,2.65205,0.310345,1.57489,0.27581
2443,0.9016,1.2336,2.05103,1.55842,0.310345,0.76955,0.23312
2444,1.2024,0.927,2.16255,1.45387,0.310345,0.80712,0.22913
2445,0.8403,0.8891,0.75013,2.86137,0.310345,1.7216,0.25931
2446,1.1998,1.2191,1.7697,1.82711,0.310345,1.03895,0.25447
2447,1.0056,1.1862,1.87558,1.7433,0.310345,0.82712,0.23925
2448,0.8193,1.4565,1.63842,1.91433,0.310345,0.85424,0.21461
2449,1.3879,1.3826,1.75413,1.7531,0.310345,0.74287,0.20108
2450,0.8892,1.4708,2.36358,1.21062,0.310345,0.97526,0.23399
2451,1.2066,0.9012,1.9564,1.65478,0.310345,0.94316,0.25214
2452,1.162,0.9909,1.8561,1.76473,0.310345,0.9537,0.23402
2453,1.4501,1.2824,2.29023,1.22708,0.310345,1.07217,0.21614
2454,1.0238,0.9178,0.85683,2.78148,0.310345,1.63659,0.23447
2455,1.0044,1.1208,2.26991,1.3596,0.310345,0.72294,0.23807
2456,0.9269,0.798,0.80558,2.78784,0.310345,1.68324,0.26232
2457,1.273,1.4589,1.50612,2.00775,0.310345,0.91409,0.21336
2458,1.3307,1.1615,1.45136,2.13281,0.310345,1.11901,0.2327
2459,1.1018,1.1084,2.38683,1.24405,0.310345,0.87941,0.22636
2460,1.4143,1.5311,2.29364,1.16231,0.310345,0.87571,0.20682
2461,1.3022,1.3555,0.91367,2.64385,0.310345,1.42935,0.25203
2462,1.3017,1.1334,1.7045,1.88633,0.310345,1.02819,0.24566
2463,1.2774,1.3492,0.87429,2.69254,0.310345,1.46004,0.25275
2464,0.9684,1.4475,1.80297,1.76241,0.310345,0.73512,0.20128
2465,0.8529,1.4923,2.35515,1.20977,0.310345,0.93554,0.24659
2466,0.9396,1.2749,1.84053,1.76428,0.310345,0.79646,0.22831
2467,1.0571,1.2388,1.63452,1.97544,0.310345,0.98531,0.23112
2468,1.1672,1.3483,1.00344,2.57909,0.310345,1.35597,0.20837
2469,1.4339,0.9637,1.37236,2.20734,0.310345,1.25352,0.22996
2470,1.2667,1.3088,1.3318,2.23567,0.310345,1.13327,0.2028
2471,0.9474,0.9756,1.69322,1.92415,0.310345,1.09331,0.24609
2472,1.0814,1.4812,2.78697,0.80278,0.310345,1.06088,0.20236
2473,1.0348,1.5496,1.18631,2.33374,0.310345,1.31156,0.2231
2474,1.3849,0.8426,1.3452,2.23723,0.310345,1.33952,0.27743
2475,1.2453,1.3475,1.14795,2.41665,0.310345,1.23865,0.19063
2476,1.473,0.9792,1.84994,1.70581,0.310345,0.92307,0.25829
2477,1.0312,1.1006,1.82837,1.79709,0.310345,0.92103,0.23035
2478,1.4904,1.3023,1.42011,2.08246,0.310345,1.03292,0.27636
2479,1.4514,1.0271,2.10609,1.45207,0.310345,1.08418,0.21166
2480,1.3568,1.5003,1.57641,1.89733,0.310345,0.81488,0.19477
2481,1.538,0.9769,1.78007,1.7547,0.310345,0.95548,0.20969
2482,1.1572,1.496,2.12816,1.41032,0.310345,1.09945,0.22365
2483,1.4647,1.4302,0.69581,2.79847,0.310345,1.60975,0.22429
2484,1.124,1.2105,1.63759,1.97164,0.310345,0.99887,0.22894
2485,0.7887,1.159,2.32912,1.26582,0.310345,0.97514,0.26377
2486,1.5613,1.0844,1.50387,2.0204,0.310345,1.10998,0.21269
2487,0.9458,1.2454,1.36525,2.24779,0.310345,1.16408,0.21749
2488,1.1542,0.8011,2.55825,1.05735,0.310345,0.73614,0.22961
2489,0.9801,1.4991,1.35419,2.19013,0.310345,1.03948,0.22169
2490,1.2375,1.3384,1.47189,2.0911,0.310345,1.00641,0.204
2491,1.0206,1.1724,1.04759,2.58604,0.310345,1.43396,0.23242
2492,1.0884,1.264,2.13758,1.46997,0.310345,0.93146,0.21988
2493,0.8766,0.8826,1.61083,1.97821,0.310345,1.19391,0.26742
2494,1.0036,1.3737,0.83963,2.75721,0.310345,1.50772,0.21125
2495,1.195,1.0734,1.75087,1.86488,0.310345,0.99827,0.23218
2496,0.9297,1.0494,1.7509,1.86898,0.310345,0.99349,0.2505
2497,0.879,0.8224,1.2514,2.32607,0.310345,1.39178,0.27617
2498,1.3543,1.4372,1.2856,2.21658,0.310345,1.07681,0.20365
2499,1.1508,1.012,2.26538,1.36138,0.310345,0.77213,0.23331
2500,1.2241,1.5702,0.61365,2.87598,0.310345,1.59106,0.21504
2501,1.4846,1.372,2.44845,1.03422,0.310345,0.72461,0.19825
2502,1.5093,1.1637,1.08259,2.46568,0.310345,1.41759,0.23083
2503,1.1402,1.2096,2.17908,1.43232,0.310345,0.90101,0.21811
2504,1.2763,0.9159,1.77086,1.83218,0.310345,1.05469,0.22334
2505,1.3888,0.9354,2.66297,0.92778,0.310345,0.98039,0.1859
2506,1.3912,1.509,1.72171,1.73794,0.310345,0.69863,0.20918
2507,1.5076,0.9252,1.45631,2.09928,0.310345,1.23025,0.2622
2508,1.1923,1.2729,1.40475,2.18513,0.310345,1.12951,0.2479
2509,1.2137,1.4015,2.14238,1.41347,0.310345,1.03217,0.22687
2510,1.5081,1.4422,1.38255,2.06379,0.310345,0.95528,0.18457
2511,1.034,0.9287,2.16865,1.45418,0.310345,0.81186,0.24243
2512,1.4983,1.5035,2.16649,1.26016,0.310345,0.92669,0.22742
2513,1.5291,1.2789,2.13616,1.34762,0.310345,1.0017,0.18921
2514,0.8362,1.1903,2.4385,1.17122,0.310345,0.77275,0.23032
2515,0.9077,0.9553,1.42203,2.19076,0.310345,1.23986,0.26958
2516,1.0546,1.4648,2.94749,0.66055,0.310345,0.9494,0.20435
2517,1.1717,1.1156,2.23411,1.38519,0.310345,0.83019,0.2309
2518,1.4862,1.5254,0.8066,2.62839,0.310345,1.36778,0.17522
2519,1.0433,1.1309,1.63999,1.98413,0.310345,1.04622,0.2504
2520,1.2196,0.7877,1.69325,1.895,0.310345,1.20194,0.26375
2521,1.3637,0.8407,2.87865,0.7247,0.310345,1.10833,0.19583
2522,1.1739,0.8962,1.86848,1.74452,0.310345,1.01545,0.24581
2523,0.9831,1.1529,0.73947,2.91069,0.310345,1.65256,0.23996
2524,1.314,1.4376,2.86158,0.68855,0.310345,1.00281,0.18161
2525,1.251,1.0001,2.75468,0.87327,0.310345,0.87483,0.19812
2526,1.1199,1.5218,1.01705,2.50573,0.310345,1.25392,0.19382
2527,1.4692,1.4677,2.21634,1.23702,0.310345,1.14769,0.21003
2528,0.8238,1.4196,2.02767,1.53949,0.310345,0.83974,0.23588
2529,1.1441,1.0955,1.51429,2.10822,0.310345,1.15231,0.22642
